Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_pea_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9607240,"FLT3 Signaling",1,48,0.003300783936184844,0.6629094352850118,0.8660804042571529,1,43,0.0031814146197099735,-1.0,9606,Homo sapiens,"O75791","","R-HSA-9706304"
R-HSA-399956,"CRMPs in Sema3A signaling",1,18,0.0012377939760693166,0.662999852251339,0.8660804042571529,5,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"O14786","","R-HSA-399951;R-HSA-399946;R-HSA-399947;R-HSA-399931;R-HSA-399944"
R-HSA-399955,"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion",1,19,0.0013065603080731675,0.662999852251339,0.8660804042571529,6,8,5.918910920390648E-4,1.0,9606,Homo sapiens,"O14786","","R-HSA-399942;R-HSA-399941;R-HSA-399934;R-HSA-399935;R-HSA-399933;R-HSA-399928"
R-HSA-194306,"Neurophilin interactions with VEGF and VEGFR",1,4,2.7506532801540364E-4,0.662999852251339,0.8660804042571529,1,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"O14786","","R-HSA-195408"
R-HSA-399954,"Sema3A PAK dependent Axon repulsion",1,19,0.0013065603080731675,0.662999852251339,0.8660804042571529,3,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"O14786","","R-HSA-399939;R-HSA-399952;R-HSA-399930"
R-HSA-70171,"Glycolysis",1,110,0.007564296520423601,0.6636868768971642,0.8660804042571529,1,24,0.0017756732761171944,-1.0,9606,Homo sapiens,"P09104","","R-HSA-71660"
R-HSA-70326,"Glucose metabolism",1,140,0.009627286480539128,0.6636868768971642,0.8660804042571529,2,50,0.003699319325244155,-1.0,9606,Homo sapiens,"P09104","","R-HSA-71660;R-HSA-70494"
R-HSA-70263,"Gluconeogenesis",1,66,0.0045385779122541605,0.6636868768971642,0.8660804042571529,1,26,0.0019236460491269607,-1.0,9606,Homo sapiens,"P09104","","R-HSA-70494"
R-HSA-389948,"PD-1 signaling",3,45,0.003094484940173291,0.6687985111549299,0.8660804042571529,4,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"Q9BQ51;P29350;P01730","","R-HSA-389762;R-HSA-388828;R-HSA-389759;R-HSA-389758"
R-HSA-212436,"Generic Transcription Pathway",26,1555,0.10693164626598817,0.6699112009420176,0.8660804042571529,37,824,0.060964782480023676,-1.0,9606,Homo sapiens,"P02452;P08833;O00220;P12931;P10451;P08581;P01215;O14763;P05231;P09874;P25445;P08648;Q9UM47;P07711;P07359;O00253;P10721;P17931;P17936;Q9HD89;P46531;P01589;P00533;P05121;O14798;P04179","","R-HSA-6800035;R-HSA-8938382;R-HSA-212356;R-HSA-8937807;R-HSA-8937792;R-HSA-8937728;R-HSA-6800044;R-HSA-3790130;R-HSA-8878220;R-HSA-9623427;R-HSA-1980047;R-HSA-8877396;R-HSA-8937820;R-HSA-9625863;R-HSA-8937682;R-HSA-8878237;R-HSA-8939667;R-HSA-2187325;R-HSA-8937814;R-HSA-2187330;R-HSA-8878243;R-HSA-8985644;R-HSA-6800001;R-HSA-378978;R-HSA-8874797;R-HSA-8952442;R-HSA-5633441;R-HSA-8938108;R-HSA-8986940;R-HSA-8864433;R-HSA-4396347;R-HSA-2106586;R-HSA-9617833;R-HSA-8936628;R-HSA-8937844;R-HSA-8864698;R-HSA-9623023"
R-HSA-73857,"RNA Polymerase II Transcription",26,1694,0.11649016641452345,0.6699112009420176,0.8660804042571529,37,885,0.06547795205682154,-1.0,9606,Homo sapiens,"P02452;P08833;O00220;P12931;P10451;P08581;P01215;O14763;P05231;P09874;P25445;P08648;Q9UM47;P07711;P07359;O00253;P10721;P17931;P17936;Q9HD89;P46531;P01589;P00533;P05121;O14798;P04179","","R-HSA-6800035;R-HSA-8938382;R-HSA-212356;R-HSA-8937807;R-HSA-8937792;R-HSA-8937728;R-HSA-6800044;R-HSA-3790130;R-HSA-8878220;R-HSA-9623427;R-HSA-1980047;R-HSA-8877396;R-HSA-8937820;R-HSA-9625863;R-HSA-8937682;R-HSA-8878237;R-HSA-8939667;R-HSA-2187325;R-HSA-8937814;R-HSA-2187330;R-HSA-8878243;R-HSA-8985644;R-HSA-6800001;R-HSA-378978;R-HSA-8874797;R-HSA-8952442;R-HSA-5633441;R-HSA-8938108;R-HSA-8986940;R-HSA-8864433;R-HSA-4396347;R-HSA-2106586;R-HSA-9617833;R-HSA-8936628;R-HSA-8937844;R-HSA-8864698;R-HSA-9623023"
R-HSA-2173782,"Binding and Uptake of Ligands by Scavenger Receptors",8,167,0.011483977444643103,0.6700818471136778,0.8660804042571529,12,33,0.0024415507546611424,-1.0,9606,Homo sapiens,"P02452;P02760;Q96PL1;Q5KU26;Q9UEW3;Q14162;Q86VB7;P0DOY2","","R-HSA-2168881;R-HSA-3221843;R-HSA-2168883;R-HSA-2247510;R-HSA-2173781;R-HSA-2230938;R-HSA-2247514;R-HSA-2168888;R-HSA-2197645;R-HSA-2187261;R-HSA-2981040;R-HSA-2203516"
R-HSA-445989,"TAK1 activates NFkB by phosphorylation and activation of IKKs complex",3,39,0.0026818869481501856,0.6701697193076066,0.8660804042571529,4,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-168184;R-HSA-168140"
R-HSA-933542,"TRAF6 mediated NF-kB activation",3,30,0.0020629899601155273,0.6701697193076066,0.8660804042571529,3,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-933530;R-HSA-168140"
R-HSA-975138,"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation",3,101,0.0069453995323889425,0.6701697193076066,0.8660804042571529,9,48,0.003551346552234389,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-975119;R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-975871,"MyD88 cascade initiated on plasma membrane",3,94,0.006464035208361986,0.6701697193076066,0.8660804042571529,9,58,0.00429121041728322,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-937061,"TRIF(TICAM1)-mediated TLR4 signaling ",3,107,0.0073579975244120474,0.6701697193076066,0.8660804042571529,9,58,0.00429121041728322,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-450337;R-HSA-168184;R-HSA-937029;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168176,"Toll Like Receptor 5 (TLR5) Cascade",3,94,0.006464035208361986,0.6701697193076066,0.8660804042571529,9,59,0.004365196803788103,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168142,"Toll Like Receptor 10 (TLR10) Cascade",3,94,0.006464035208361986,0.6701697193076066,0.8660804042571529,9,59,0.004365196803788103,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-166166,"MyD88-independent TLR4 cascade ",3,107,0.0073579975244120474,0.6701697193076066,0.8660804042571529,9,60,0.004439183190292986,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-450337;R-HSA-168184;R-HSA-937029;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168164,"Toll Like Receptor 3 (TLR3) Cascade",3,102,0.007014165864392794,0.6701697193076066,0.8660804042571529,9,61,0.004513169576797869,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-9014343;R-HSA-168140"
R-HSA-975155,"MyD88 dependent cascade initiated on endosome",3,102,0.007014165864392794,0.6701697193076066,0.8660804042571529,9,63,0.004661142349807635,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-975119;R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-166058,"MyD88:MAL(TIRAP) cascade initiated on plasma membrane",3,118,0.008114427176454407,0.6701697193076066,0.8660804042571529,9,64,0.004735128736312519,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168181,"Toll Like Receptor 7/8 (TLR7/8) Cascade",3,103,0.007082932196396644,0.6701697193076066,0.8660804042571529,9,66,0.004883101509322285,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-975119;R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168188,"Toll Like Receptor TLR6:TLR2 Cascade",3,118,0.008114427176454407,0.6701697193076066,0.8660804042571529,9,66,0.004883101509322285,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168179,"Toll Like Receptor TLR1:TLR2 Cascade",3,121,0.00832072617246596,0.6701697193076066,0.8660804042571529,9,66,0.004883101509322285,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168138,"Toll Like Receptor 9 (TLR9) Cascade",3,106,0.007289231192408197,0.6701697193076066,0.8660804042571529,9,68,0.005031074282332051,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-975119;R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-181438,"Toll Like Receptor 2 (TLR2) Cascade",3,121,0.00832072617246596,0.6701697193076066,0.8660804042571529,9,68,0.005031074282332051,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-168184;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-168928,"DDX58/IFIH1-mediated induction of interferon-alpha/beta",3,100,0.006876633200385091,0.6701697193076066,0.8660804042571529,4,53,0.0039212784847588045,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-933530;R-HSA-933539;R-HSA-168140"
R-HSA-2206292,"MPS VII - Sly syndrome",1,4,2.7506532801540364E-4,0.6745808427872224,0.8674404484966421,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"P08236","","R-HSA-2318373;R-HSA-9036068;R-HSA-9036070"
R-HSA-162791,"Attachment of GPI anchor to uPAR",1,10,6.876633200385092E-4,0.6771847481400286,0.8674404484966421,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"Q03405","","R-HSA-162836;R-HSA-162729"
R-HSA-1251932,"PLCG1 events in ERBB2 signaling",1,6,4.125979920231055E-4,0.6789931394167446,0.8674404484966421,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"P00533","","R-HSA-1251922;R-HSA-1251944"
R-HSA-5637815,"Signaling by Ligand-Responsive EGFR Variants in Cancer",1,26,0.0017879246321001237,0.6789931394167446,0.8674404484966421,22,23,0.0017016868896123113,1.0,9606,Homo sapiens,"P00533","","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1220612;R-HSA-1225956;R-HSA-1220613;R-HSA-1247844;R-HSA-1225957;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421"
R-HSA-1236382,"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants",1,26,0.0017879246321001237,0.6789931394167446,0.8674404484966421,22,23,0.0017016868896123113,1.0,9606,Homo sapiens,"P00533","","R-HSA-1218833;R-HSA-1225947;R-HSA-1226014;R-HSA-1225950;R-HSA-1225951;R-HSA-1226012;R-HSA-1225949;R-HSA-1220610;R-HSA-1220611;R-HSA-1247842;R-HSA-1247841;R-HSA-1226016;R-HSA-1225952;R-HSA-1220614;R-HSA-1220612;R-HSA-1225956;R-HSA-1220613;R-HSA-1247844;R-HSA-1225957;R-HSA-1225960;R-HSA-1225961;R-HSA-1169421"
R-HSA-5637810,"Constitutive Signaling by EGFRvIII",1,22,0.0015128593040847202,0.6789931394167446,0.8674404484966421,17,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P00533","","R-HSA-5637808;R-HSA-1247999;R-HSA-5638137;R-HSA-5637798;R-HSA-5637766;R-HSA-1248002;R-HSA-5637764;R-HSA-5637796;R-HSA-5637765;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-5637806;R-HSA-1248655;R-HSA-5637770;R-HSA-5637800;R-HSA-5637801"
R-HSA-5637812,"Signaling by EGFRvIII in Cancer",1,22,0.0015128593040847202,0.6789931394167446,0.8674404484966421,17,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P00533","","R-HSA-5637808;R-HSA-1247999;R-HSA-5638137;R-HSA-5637798;R-HSA-5637766;R-HSA-1248002;R-HSA-5637764;R-HSA-5637796;R-HSA-5637765;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-5637806;R-HSA-1248655;R-HSA-5637770;R-HSA-5637800;R-HSA-5637801"
R-HSA-9665348,"Signaling by ERBB2 ECD mutants",1,23,0.001581625636088571,0.6789931394167446,0.8674404484966421,13,15,0.0011097957975732466,1.0,9606,Homo sapiens,"P00533","","R-HSA-9665407;R-HSA-9665406;R-HSA-9665404;R-HSA-9665411;R-HSA-9665410;R-HSA-9665409;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9665417;R-HSA-9665416;R-HSA-9665389;R-HSA-9665388"
R-HSA-6809371,"Formation of the cornified envelope",4,138,0.009489753816531426,0.6817334608182615,0.8684564629254029,12,27,0.0019976324356318436,1.0,9606,Homo sapiens,"Q9NQ38;P19957;Q02487;Q16651","","R-HSA-6814695;R-HSA-8849638;R-HSA-6810357;R-HSA-8849797;R-HSA-6811539;R-HSA-6814387;R-HSA-8942224;R-HSA-6814734;R-HSA-8849646;R-HSA-6814764;R-HSA-6814298;R-HSA-6810937"
R-HSA-6805567,"Keratinization",4,226,0.015541191032870307,0.6817334608182615,0.8684564629254029,13,34,0.0025155371411660255,1.0,9606,Homo sapiens,"Q9NQ38;P19957;Q02487;Q16651","","R-HSA-6814695;R-HSA-8849638;R-HSA-8849797;R-HSA-6814734;R-HSA-8849646;R-HSA-6814764;R-HSA-6810357;R-HSA-6811539;R-HSA-6814387;R-HSA-6809393;R-HSA-8942224;R-HSA-6814298;R-HSA-6810937"
R-HSA-9013408,"RHOG GTPase cycle",2,78,0.005363773896300371,0.6856544993082314,0.870966526148294,1,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P05556;P02786","","R-HSA-9014449"
R-HSA-9013404,"RAC2 GTPase cycle",2,92,0.006326502544354284,0.6856544993082314,0.870966526148294,1,10,7.39863865048831E-4,-1.0,9606,Homo sapiens,"P05556;P02786","","R-HSA-9014294"
R-HSA-1989781,"PPARA activates gene expression",1,175,0.01203410810067391,0.6907767859938866,0.8749839289255896,1,41,0.0030334418467002073,-1.0,9606,Homo sapiens,"Q9BY76","","R-HSA-560473"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",1,177,0.012171640764681612,0.6907767859938866,0.8749839289255896,1,44,0.0032554010062148565,-1.0,9606,Homo sapiens,"Q9BY76","","R-HSA-560473"
R-HSA-912526,"Interleukin receptor SHC signaling",2,29,0.0019942236281116766,0.6939932986951727,0.87781305344871,6,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P29350;P01589","","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-453104;R-HSA-913424"
R-HSA-8878166,"Transcriptional regulation by RUNX2",4,147,0.010108650804566084,0.6963008751600964,0.8794861124723707,5,84,0.006214856466410181,-1.0,9606,Homo sapiens,"P08648;P02452;P17931;P12931","","R-HSA-8937820;R-HSA-8985644;R-HSA-8938382;R-HSA-8939667;R-HSA-8937844"
R-HSA-1660662,"Glycosphingolipid metabolism",3,86,0.005913904552331178,0.7028370413307883,0.8852376275153653,5,32,0.0023675643681562593,1.0,9606,Homo sapiens,"P15289;Q8NBJ7;Q6UWV6","","R-HSA-1614362;R-HSA-1614336;R-HSA-2248891;R-HSA-1640164;R-HSA-1606807"
R-HSA-428157,"Sphingolipid metabolism",3,158,0.010865080456608445,0.7028370413307883,0.8852376275153653,5,64,0.004735128736312519,1.0,9606,Homo sapiens,"P15289;Q8NBJ7;Q6UWV6","","R-HSA-1614362;R-HSA-1614336;R-HSA-2248891;R-HSA-1640164;R-HSA-1606807"
R-HSA-8875878,"MET promotes cell motility",6,45,0.003094484940173291,0.7045486227882832,0.8861435495069534,12,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"P02452;P05556;P46109;P08581;P12931;Q16363","","R-HSA-8875591;R-HSA-8875558;R-HSA-8875540;R-HSA-8874083;R-HSA-8875523;R-HSA-8874082;R-HSA-8875568;R-HSA-8874080;R-HSA-8874079;R-HSA-8874078;R-HSA-8875531;R-HSA-8875576"
R-HSA-2024096,"HS-GAG degradation",4,44,0.0030257186081694403,0.7076094090428798,0.8877324742504925,6,14,0.0010358094110683633,-1.0,9606,Homo sapiens,"P35475;P31431;P98160;P08236","","R-HSA-1667005;R-HSA-1678716;R-HSA-2090037;R-HSA-2024084;R-HSA-1678694;R-HSA-1678854"
R-HSA-9008059,"Interleukin-37 signaling",2,36,0.002475587952138633,0.7078001362445137,0.8877324742504925,2,14,0.0010358094110683633,-1.0,9606,Homo sapiens,"O95998;P29350","","R-HSA-9008587;R-HSA-9008894"
R-HSA-9020702,"Interleukin-1 signaling",6,109,0.00749553018841975,0.7119693993948676,0.8917092197189577,22,47,0.0034773601657295057,-1.0,9606,Homo sapiens,"Q9Y6K9;Q15109;P14778;P05067;P18510;P27930","","R-HSA-446694;R-HSA-446692;R-HSA-168166;R-HSA-5684275;R-HSA-446862;R-HSA-446894;R-HSA-446701;R-HSA-446634;R-HSA-168140;R-HSA-451561;R-HSA-9681763;R-HSA-446868;R-HSA-450133;R-HSA-446130;R-HSA-5609665;R-HSA-446684;R-HSA-168184;R-HSA-445757;R-HSA-5684267;R-HSA-445752;R-HSA-446648;R-HSA-445753"
R-HSA-187037,"Signaling by NTRK1 (TRKA)",3,143,0.009833585476550681,0.7173044676234803,0.8935651416310872,6,102,0.007546611423498076,-1.0,9606,Homo sapiens,"P46109;P13726;P12931","","R-HSA-170978;R-HSA-9621042;R-HSA-170979;R-HSA-171011;R-HSA-170975;R-HSA-170991"
R-HSA-166016,"Toll Like Receptor 4 (TLR4) Cascade",4,151,0.010383716132581489,0.7176642438212641,0.8935651416310872,11,95,0.007028706717963895,-1.0,9606,Homo sapiens,"P05107;Q9Y6K9;Q15109;P05067","","R-HSA-168166;R-HSA-5609665;R-HSA-5684275;R-HSA-937032;R-HSA-450337;R-HSA-2559439;R-HSA-168184;R-HSA-937029;R-HSA-450346;R-HSA-5684267;R-HSA-168140"
R-HSA-77288,"mitochondrial fatty acid beta-oxidation of unsaturated fatty acids",1,21,0.0014440929720808693,0.7177096100207416,0.8935651416310872,1,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"Q16698","","R-HSA-109343"
R-HSA-77289,"Mitochondrial Fatty Acid Beta-Oxidation",1,105,0.007220464860404346,0.7177096100207416,0.8935651416310872,1,47,0.0034773601657295057,-1.0,9606,Homo sapiens,"Q16698","","R-HSA-109343"
R-HSA-9609690,"HCMV Early Events",2,215,0.014784761380827946,0.7252068588268152,0.8935651416310872,4,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"P05556;P00533","","R-HSA-9610867;R-HSA-9611158;R-HSA-9611147;R-HSA-9609689"
R-HSA-9609646,"HCMV Infection",2,270,0.01856690964103975,0.7252068588268152,0.8935651416310872,4,31,0.0022935779816513763,1.0,9606,Homo sapiens,"P05556;P00533","","R-HSA-9610867;R-HSA-9611158;R-HSA-9611147;R-HSA-9609689"
R-HSA-2160916,"Hyaluronan uptake and degradation",2,18,0.0012377939760693166,0.7283061413558585,0.8935651416310872,5,10,7.39863865048831E-4,-1.0,9606,Homo sapiens,"Q9Y5Y7;P08236","","R-HSA-2162226;R-HSA-2162227;R-HSA-2160915;R-HSA-2160884;R-HSA-2160892"
R-HSA-2142845,"Hyaluronan metabolism",2,23,0.001581625636088571,0.7283061413558585,0.8935651416310872,5,13,9.618230245634804E-4,-1.0,9606,Homo sapiens,"Q9Y5Y7;P08236","","R-HSA-2162226;R-HSA-2162227;R-HSA-2160915;R-HSA-2160884;R-HSA-2160892"
R-HSA-194138,"Signaling by VEGF",7,137,0.009420987484527575,0.728969944664063,0.8935651416310872,30,86,0.006362829239419947,1.0,9606,Homo sapiens,"P49763;P33151;O14786;P12931;O43915;P04792;P30530","","R-HSA-5218830;R-HSA-5218828;R-HSA-194310;R-HSA-194311;R-HSA-5218826;R-HSA-194308;R-HSA-5218822;R-HSA-5218820;R-HSA-5218819;R-HSA-195408;R-HSA-5218839;R-HSA-5218838;R-HSA-5218645;R-HSA-4420121;R-HSA-5218643;R-HSA-5218640;R-HSA-4420128;R-HSA-5357429;R-HSA-5218855;R-HSA-5357432;R-HSA-5218916;R-HSA-5218851;R-HSA-4420206;R-HSA-4420140;R-HSA-195378;R-HSA-5218811;R-HSA-5357477;R-HSA-5357479;R-HSA-5218809;R-HSA-3928647"
R-HSA-418594,"G alpha (i) signalling events",8,425,0.029225691101636638,0.7320006458793815,0.8935651416310872,6,74,0.005474992601361349,-1.0,9606,Homo sapiens,"Q9H2A7;P09341;O15467;P13501;O00585;P12931;P05067;P22466","","R-HSA-8964329;R-HSA-749454;R-HSA-8964242;R-HSA-749456;R-HSA-380073;R-HSA-8964311"
R-HSA-2179392,"EGFR Transactivation by Gastrin",3,13,8.939623160500619E-4,0.7348475356882658,0.8935651416310872,5,6,4.439183190292986E-4,-1.0,9606,Homo sapiens,"P00533;P08254;Q99075","","R-HSA-2179413;R-HSA-2179415;R-HSA-2179387;R-HSA-2179402;R-HSA-2179407"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",3,24,0.001650391968092422,0.7348475356882658,0.8935651416310872,5,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"P00533;P08254;Q99075","","R-HSA-2179413;R-HSA-2179415;R-HSA-2179387;R-HSA-2179402;R-HSA-2179407"
R-HSA-211859,"Biological oxidations",2,545,0.03747765094209875,0.7348979068909645,0.8935651416310872,2,188,0.013909440662918023,-1.0,9606,Homo sapiens,"P21964;Q16853","","R-HSA-5696183;R-HSA-175983"
R-HSA-8875656,"MET receptor recycling",2,11,7.564296520423601E-4,0.7353308654448735,0.8935651416310872,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P46109;P08581","","R-HSA-8875661;R-HSA-8875659"
R-HSA-8875555,"MET activates RAP1 and RAC1",2,13,8.939623160500619E-4,0.7353308654448735,0.8935651416310872,5,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P46109;P08581","","R-HSA-8875591;R-HSA-8875558;R-HSA-8875540;R-HSA-8875568;R-HSA-8875576"
R-HSA-209822,"Glycoprotein hormones",3,10,6.876633200385092E-4,0.7361578230671271,0.8935651416310872,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P55103;P01215;P01222","","R-HSA-378978;R-HSA-378956;R-HSA-378975;R-HSA-378952"
R-HSA-209952,"Peptide hormone biosynthesis",3,13,8.939623160500619E-4,0.7361578230671271,0.8935651416310872,4,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P55103;P01215;P01222","","R-HSA-378978;R-HSA-378956;R-HSA-378975;R-HSA-378952"
R-HSA-8963888,"Chylomicron assembly",1,14,9.627286480539128E-4,0.7363028122400799,0.8935651416310872,2,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P07237","","R-HSA-174786;R-HSA-174741"
R-HSA-8866423,"VLDL assembly",1,9,6.188969880346583E-4,0.7363028122400799,0.8935651416310872,1,5,3.699319325244155E-4,-1.0,9606,Homo sapiens,"P07237","","R-HSA-8866329"
R-HSA-8963898,"Plasma lipoprotein assembly",1,30,0.0020629899601155273,0.7363028122400799,0.8935651416310872,3,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"P07237","","R-HSA-174786;R-HSA-174741;R-HSA-8866329"
R-HSA-5358346,"Hedgehog ligand biogenesis",1,72,0.004951175904277266,0.7363028122400799,0.8935651416310872,2,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"P07237","","R-HSA-5358336;R-HSA-5358340"
R-HSA-9020933,"Interleukin-23 signaling",1,11,7.564296520423601E-4,0.7363028122400799,0.8935651416310872,1,12,8.878366380585972E-4,-1.0,9606,Homo sapiens,"P07237","","R-HSA-8950183"
R-HSA-8866910,"TFAP2 (AP-2) family regulates transcription of growth factors and their receptors",3,21,0.0014440929720808693,0.7375574318669895,0.8935651416310872,4,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P01215;P00533;P10721","","R-HSA-8864433;R-HSA-378978;R-HSA-8874797;R-HSA-8864698"
R-HSA-8864260,"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors",3,52,0.0035758492642002475,0.7375574318669895,0.8935651416310872,4,44,0.0032554010062148565,1.0,9606,Homo sapiens,"P01215;P00533;P10721","","R-HSA-8864433;R-HSA-378978;R-HSA-8874797;R-HSA-8864698"
R-HSA-1663150,"The activation of arylsulfatases",2,17,0.0011690276440654655,0.7408815664392947,0.8935651416310872,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P15289;Q8NBJ7","","R-HSA-1614362;R-HSA-1614336"
R-HSA-381119,"Unfolded Protein Response (UPR)",4,155,0.010658781460596891,0.7453239882659911,0.8935651416310872,4,94,0.0069547203314590115,-1.0,9606,Homo sapiens,"P08833;O14773;P51858;P13500","","R-HSA-1791112;R-HSA-1791180;R-HSA-1791138;R-HSA-1791056"
