Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Camera_ms_abundances_eq_med_norm_neored,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9609646,"HCMV Infection",5,270,0.01856690964103975,0.7347813151214933,0.8953651715255223,12,31,0.0022935779816513763,-1.0,9606,Homo sapiens,"P05556;Q9H4B7;P62805;Q16777;Q5QNW6","","R-HSA-9610867;R-HSA-9614816;R-HSA-9621073;R-HSA-9698928;R-HSA-9611158;R-HSA-9614343;R-HSA-9614810;R-HSA-9614811;R-HSA-9611147;R-HSA-9623096;R-HSA-9609689;R-HSA-9614367"
R-HSA-5675221,"Negative regulation of MAPK pathway",3,49,0.003369550268188695,0.7355804593391564,0.8953651715255223,4,17,0.0012577685705830127,1.0,9606,Homo sapiens,"P31946;P62987;P30086","","R-HSA-5674022;R-HSA-5675431;R-HSA-5675417;R-HSA-5675433"
R-HSA-917937,"Iron uptake and transport",5,83,0.005707605556319626,0.7356182702730039,0.8953651715255223,12,34,0.0025155371411660255,-1.0,9606,Homo sapiens,"P00450;Q658P3;P62987;P02787;P02786","","R-HSA-917839;R-HSA-917807;R-HSA-5691108;R-HSA-904830;R-HSA-5691154;R-HSA-917835;R-HSA-917814;R-HSA-5691150;R-HSA-917987;R-HSA-917891;R-HSA-917811;R-HSA-917888"
R-HSA-1236394,"Signaling by ERBB4",3,82,0.005638839224315775,0.7357116420068095,0.8953651715255223,5,52,0.0038472920982539215,1.0,9606,Homo sapiens,"P62993;P02649;P62987","","R-HSA-1253282;R-HSA-9612243;R-HSA-1250383;R-HSA-1977296;R-HSA-1250380"
R-HSA-1855231,"Synthesis of IPs in the ER lumen",1,9,6.188969880346583E-4,0.7369890956864622,0.8953651715255223,3,3,2.219591595146493E-4,-1.0,9606,Homo sapiens,"Q9UNW1","","R-HSA-1855225;R-HSA-1855163;R-HSA-1855200"
R-HSA-211859,"Biological oxidations",11,545,0.03747765094209875,0.738503732897639,0.8953651715255223,14,188,0.013909440662918023,-1.0,9606,Homo sapiens,"P07327;Q16853;P23526;P10768;O75223;Q03154;P00387;P48637;P08238;P78417;P00352","","R-HSA-5433074;R-HSA-5696183;R-HSA-1247922;R-HSA-174401;R-HSA-5693724;R-HSA-71691;R-HSA-8937191;R-HSA-5696230;R-HSA-8936442;R-HSA-176054;R-HSA-174394;R-HSA-8937169;R-HSA-8936849;R-HSA-71707"
R-HSA-164940,"Nef mediated downregulation of MHC class I complex cell surface expression",1,11,7.564296520423601E-4,0.7387313711323564,0.8953651715255223,4,4,2.959455460195324E-4,-1.0,9606,Homo sapiens,"P61769","","R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-182286"
R-HSA-164938,"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters",1,22,0.0015128593040847202,0.7387313711323564,0.8953651715255223,4,15,0.0011097957975732466,-1.0,9606,Homo sapiens,"P61769","","R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-182286"
R-HSA-164952,"The role of Nef in HIV-1 replication and disease pathogenesis",1,29,0.0019942236281116766,0.7387313711323564,0.8953651715255223,4,20,0.001479727730097662,-1.0,9606,Homo sapiens,"P61769","","R-HSA-182243;R-HSA-182279;R-HSA-182263;R-HSA-182286"
R-HSA-416476,"G alpha (q) signalling events",9,283,0.019460871957089808,0.7446226872947881,0.8953651715255223,19,35,0.0025895235276709085,1.0,9606,Homo sapiens,"P01042;Q9NS28;P62993;Q9HAV0;P00734;P04083;P01019;Q96RI0;P50148","","R-HSA-8982025;R-HSA-416358;R-HSA-114688;R-HSA-416516;R-HSA-749448;R-HSA-8982026;R-HSA-749452;R-HSA-8982017;R-HSA-398188;R-HSA-400586;R-HSA-379048;R-HSA-2179407;R-HSA-418582;R-HSA-8964280;R-HSA-8964284;R-HSA-2179415;R-HSA-416510;R-HSA-750993;R-HSA-8964340"
R-HSA-162906,"HIV Infection",17,264,0.018154311649016642,0.7447980886931109,0.8953651715255223,61,160,0.011837821840781295,1.0,9606,Homo sapiens,"Q92804;P06748;P28066;P62937;P28065;P28072;P28070;Q99436;P62987;P25789;P25788;P49721;Q8WUM4;P60900;P61769;P25787;P25786","","R-HSA-184323;R-HSA-8951690;R-HSA-180736;R-HSA-182279;R-HSA-9697051;R-HSA-182795;R-HSA-3159227;R-HSA-182286;R-HSA-164503;R-HSA-164500;R-HSA-180634;R-HSA-164507;R-HSA-164504;R-HSA-180632;R-HSA-164505;R-HSA-164510;R-HSA-164508;R-HSA-164509;R-HSA-9613490;R-HSA-164515;R-HSA-164512;R-HSA-164513;R-HSA-164519;R-HSA-9613498;R-HSA-164520;R-HSA-164521;R-HSA-164527;R-HSA-164524;R-HSA-167474;R-HSA-164528;R-HSA-173111;R-HSA-167477;R-HSA-173115;R-HSA-167097;R-HSA-180540;R-HSA-3149454;R-HSA-167484;R-HSA-173642;R-HSA-173771;R-HSA-182859;R-HSA-3149434;R-HSA-173769;R-HSA-167113;R-HSA-167118;R-HSA-184269;R-HSA-167121;R-HSA-167130;R-HSA-167134;R-HSA-182876;R-HSA-180573;R-HSA-182243;R-HSA-167136;R-HSA-180710;R-HSA-3159232;R-HSA-182263;R-HSA-180597;R-HSA-180725;R-HSA-180603;R-HSA-180728;R-HSA-3139027;R-HSA-180732"
R-HSA-3878781,"Glycogen storage disease type IV (GBE1)",1,4,2.7506532801540364E-4,0.7450041764151364,0.8953651715255223,1,1,7.39863865048831E-5,-1.0,9606,Homo sapiens,"Q04446","","R-HSA-3878762"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",2,109,0.00749553018841975,0.7460814551881398,0.8953651715255223,3,18,0.0013317549570878958,-1.0,9606,Homo sapiens,"Q15848;P01137","","R-HSA-1183058;R-HSA-560491;R-HSA-381283"
R-HSA-5652227,"Fructose biosynthesis",1,11,7.564296520423601E-4,0.7479543629807757,0.8953651715255223,1,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P15121","","R-HSA-5652172"
R-HSA-196108,"Pregnenolone biosynthesis",1,25,0.0017191583000962728,0.7479543629807757,0.8953651715255223,1,9,6.658774785439479E-4,-1.0,9606,Homo sapiens,"P15121","","R-HSA-196060"
R-HSA-5673000,"RAF activation",2,41,0.0028194196121578874,0.7485236896200468,0.8953651715255223,11,12,8.878366380585972E-4,-1.0,9606,Homo sapiens,"P31946;P35232","","R-HSA-5672950;R-HSA-5672966;R-HSA-5672951;R-HSA-5672960;R-HSA-5672961;R-HSA-9653108;R-HSA-5672958;R-HSA-5672957;R-HSA-5672954;R-HSA-9658445;R-HSA-5672969"
R-HSA-8865999,"MET activates PTPN11",1,5,3.438316600192546E-4,0.7496080505795071,0.8953651715255223,1,1,7.39863865048831E-5,1.0,9606,Homo sapiens,"P62993","","R-HSA-8865994"
R-HSA-9645135,"STAT5 Activation",1,9,6.188969880346583E-4,0.7496080505795071,0.8953651715255223,3,3,2.219591595146493E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-9645137;R-HSA-9645126;R-HSA-9645134"
R-HSA-112412,"SOS-mediated signalling",1,10,6.876633200385092E-4,0.7496080505795071,0.8953651715255223,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-74736;R-HSA-109817"
R-HSA-8875656,"MET receptor recycling",1,11,7.564296520423601E-4,0.7496080505795071,0.8953651715255223,2,2,1.479727730097662E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-8875661;R-HSA-8875659"
R-HSA-179812,"GRB2 events in EGFR signaling",1,16,0.0011002613120616146,0.7496080505795071,0.8953651715255223,3,3,2.219591595146493E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-177938;R-HSA-109813;R-HSA-177943"
R-HSA-1963640,"GRB2 events in ERBB2 signaling",1,21,0.0014440929720808693,0.7496080505795071,0.8953651715255223,4,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-1250498;R-HSA-1306969;R-HSA-1250488;R-HSA-1306972"
R-HSA-180292,"GAB1 signalosome",1,23,0.001581625636088571,0.7496080505795071,0.8953651715255223,11,11,8.138502515537141E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-177923;R-HSA-177939;R-HSA-177920;R-HSA-177926;R-HSA-177927;R-HSA-177924;R-HSA-177941;R-HSA-177930;R-HSA-179467;R-HSA-177944;R-HSA-177935"
R-HSA-5654710,"PI-3K cascade:FGFR3",1,24,0.001650391968092422,0.7496080505795071,0.8953651715255223,7,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654641;R-HSA-5654705;R-HSA-177931;R-HSA-5654637"
R-HSA-5654720,"PI-3K cascade:FGFR4",1,25,0.0017191583000962728,0.7496080505795071,0.8953651715255223,7,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654662;R-HSA-5654659;R-HSA-177931;R-HSA-5654669;R-HSA-5654717;R-HSA-5654714;R-HSA-5654667"
R-HSA-5654689,"PI-3K cascade:FGFR1",1,28,0.0019254572961078255,0.7496080505795071,0.8953651715255223,7,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654692;R-HSA-5654596;R-HSA-5654594;R-HSA-5654690;R-HSA-5654592;R-HSA-5654591;R-HSA-177931"
R-HSA-5654695,"PI-3K cascade:FGFR2",1,31,0.0021317562921193784,0.7496080505795071,0.8953651715255223,7,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654614;R-HSA-5654612;R-HSA-5654622;R-HSA-177931;R-HSA-5654620;R-HSA-5654701;R-HSA-5654697"
R-HSA-912526,"Interleukin receptor SHC signaling",1,29,0.0019942236281116766,0.7496080505795071,0.8953651715255223,5,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-453104;R-HSA-913424"
R-HSA-8851907,"MET activates PI3K/AKT signaling",1,10,6.876633200385092E-4,0.7496080505795071,0.8953651715255223,4,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-8852019;R-HSA-8851954;R-HSA-8851919;R-HSA-8851933"
R-HSA-74749,"Signal attenuation",1,13,8.939623160500619E-4,0.7496080505795071,0.8953651715255223,4,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5686074;R-HSA-5686315;R-HSA-109823;R-HSA-109822"
R-HSA-8853334,"Signaling by FGFR3 fusions in cancer",1,17,0.0011690276440654655,0.7496080505795071,0.8953651715255223,5,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-8853316;R-HSA-8853314;R-HSA-8853308;R-HSA-8853323;R-HSA-8853307"
R-HSA-9034864,"Activated NTRK3 signals through RAS",1,14,9.627286480539128E-4,0.7496080505795071,0.8953651715255223,2,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-9036970;R-HSA-9036949"
R-HSA-9027284,"Erythropoietin activates RAS",1,19,0.0013065603080731675,0.7496080505795071,0.8953651715255223,4,8,5.918910920390648E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-9029149;R-HSA-9029151;R-HSA-9029150;R-HSA-9029158"
R-HSA-180336,"SHC1 events in EGFR signaling",1,19,0.0013065603080731675,0.7496080505795071,0.8953651715255223,2,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-177936;R-HSA-177945"
R-HSA-1250347,"SHC1 events in ERBB4 signaling",1,21,0.0014440929720808693,0.7496080505795071,0.8953651715255223,2,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-1250383;R-HSA-1250380"
R-HSA-5654704,"SHC-mediated cascade:FGFR3",1,26,0.0017879246321001237,0.7496080505795071,0.8953651715255223,2,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654646;R-HSA-5654647"
R-HSA-5654719,"SHC-mediated cascade:FGFR4",1,27,0.0018566909641039746,0.7496080505795071,0.8953651715255223,2,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654423;R-HSA-5654426"
R-HSA-9703648,"Signaling by FLT3 ITD and TKD mutants",1,30,0.0020629899601155273,0.7496080505795071,0.8953651715255223,12,24,0.0017756732761171944,1.0,9606,Homo sapiens,"P62993","","R-HSA-9698179;R-HSA-9698003;R-HSA-9695841;R-HSA-9698000;R-HSA-9698007;R-HSA-9698005;R-HSA-9695845;R-HSA-9698008;R-HSA-9698174;R-HSA-9698029;R-HSA-9698013;R-HSA-9695853"
R-HSA-5654688,"SHC-mediated cascade:FGFR1",1,30,0.0020629899601155273,0.7496080505795071,0.8953651715255223,2,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654597;R-HSA-5654600"
R-HSA-5654699,"SHC-mediated cascade:FGFR2",1,33,0.0022692889561270802,0.7496080505795071,0.8953651715255223,2,4,2.959455460195324E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654406;R-HSA-5654402"
R-HSA-5654708,"Downstream signaling of activated FGFR3",1,35,0.002406821620134782,0.7496080505795071,0.8953651715255223,11,23,0.0017016868896123113,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654646;R-HSA-5654647;R-HSA-5654709;R-HSA-5654643;R-HSA-5654640;R-HSA-5654416;R-HSA-5654641;R-HSA-5654705;R-HSA-177931;R-HSA-5654637;R-HSA-5654413"
R-HSA-5654716,"Downstream signaling of activated FGFR4",1,36,0.002475587952138633,0.7496080505795071,0.8953651715255223,11,23,0.0017016868896123113,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654662;R-HSA-5654423;R-HSA-5654663;R-HSA-5654659;R-HSA-177931;R-HSA-5654669;R-HSA-5654717;R-HSA-5654714;R-HSA-5654426;R-HSA-5654667;R-HSA-5654664"
R-HSA-5654696,"Downstream signaling of activated FGFR2",1,42,0.0028881859441617385,0.7496080505795071,0.8953651715255223,11,23,0.0017016868896123113,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654614;R-HSA-5654406;R-HSA-5654615;R-HSA-5654612;R-HSA-5654402;R-HSA-5654622;R-HSA-177931;R-HSA-5654620;R-HSA-5654701;R-HSA-5654618;R-HSA-5654697"
R-HSA-5654687,"Downstream signaling of activated FGFR1",1,42,0.0028881859441617385,0.7496080505795071,0.8953651715255223,11,24,0.0017756732761171944,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654692;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654690;R-HSA-5654592;R-HSA-5654591;R-HSA-177931;R-HSA-5654586;R-HSA-5654392;R-HSA-5654600"
R-HSA-1963642,"PI3K events in ERBB2 signaling",1,22,0.0015128593040847202,0.7496080505795071,0.8953651715255223,3,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-1306963;R-HSA-1306965;R-HSA-1306957"
R-HSA-8851805,"MET activates RAS signaling",1,16,0.0011002613120616146,0.7496080505795071,0.8953651715255223,4,10,7.39863865048831E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-8851827;R-HSA-8851900;R-HSA-8851804;R-HSA-8851899"
R-HSA-2428933,"SHC-related events triggered by IGF1R",1,16,0.0011002613120616146,0.7496080505795071,0.8953651715255223,2,5,3.699319325244155E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5686318;R-HSA-5686073"
R-HSA-74751,"Insulin receptor signalling cascade",1,72,0.004951175904277266,0.7496080505795071,0.8953651715255223,10,25,0.0018496596626220775,1.0,9606,Homo sapiens,"P62993","","R-HSA-74736;R-HSA-109699;R-HSA-109813;R-HSA-109817;R-HSA-74746;R-HSA-5686074;R-HSA-5686315;R-HSA-109823;R-HSA-109807;R-HSA-109822"
R-HSA-9703465,"Signaling by FLT3 fusion proteins",1,32,0.002200522624123229,0.7496080505795071,0.8953651715255223,7,18,0.0013317549570878958,1.0,9606,Homo sapiens,"P62993","","R-HSA-9703430;R-HSA-9703440;R-HSA-9703441;R-HSA-9703442;R-HSA-9703438;R-HSA-9703439;R-HSA-9703434"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",1,23,0.001581625636088571,0.7496080505795071,0.8953651715255223,5,14,0.0010358094110683633,1.0,9606,Homo sapiens,"P62993","","R-HSA-1839102;R-HSA-1839114;R-HSA-1839110;R-HSA-1839095;R-HSA-1839107"
R-HSA-5655332,"Signaling by FGFR3 in disease",1,33,0.0022692889561270802,0.7496080505795071,0.8953651715255223,10,28,0.0020716188221367266,1.0,9606,Homo sapiens,"P62993","","R-HSA-8853316;R-HSA-5655285;R-HSA-8853314;R-HSA-5655315;R-HSA-5655295;R-HSA-8853308;R-HSA-5655277;R-HSA-8853323;R-HSA-8853307;R-HSA-5655289"
R-HSA-2179392,"EGFR Transactivation by Gastrin",1,13,8.939623160500619E-4,0.7496080505795071,0.8953651715255223,2,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-2179415;R-HSA-2179407"
R-HSA-5655291,"Signaling by FGFR4 in disease",1,18,0.0012377939760693166,0.7496080505795071,0.8953651715255223,5,15,0.0011097957975732466,1.0,9606,Homo sapiens,"P62993","","R-HSA-5655252;R-HSA-5655348;R-HSA-5655235;R-HSA-5655347;R-HSA-5655248"
R-HSA-1250196,"SHC1 events in ERBB2 signaling",1,36,0.002475587952138633,0.7496080505795071,0.8953651715255223,2,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-1250486;R-HSA-1250463"
R-HSA-112399,"IRS-mediated signalling",1,65,0.004469811580250309,0.7496080505795071,0.8953651715255223,3,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-74736;R-HSA-109699;R-HSA-109817"
R-HSA-2428924,"IGF1R signaling cascade",1,72,0.004951175904277266,0.7496080505795071,0.8953651715255223,5,17,0.0012577685705830127,1.0,9606,Homo sapiens,"P62993","","R-HSA-74736;R-HSA-109699;R-HSA-109817;R-HSA-5686318;R-HSA-5686073"
R-HSA-74752,"Signaling by Insulin receptor",1,97,0.006670334204373539,0.7496080505795071,0.8953651715255223,10,34,0.0025155371411660255,1.0,9606,Homo sapiens,"P62993","","R-HSA-74736;R-HSA-109699;R-HSA-109813;R-HSA-109817;R-HSA-74746;R-HSA-5686074;R-HSA-5686315;R-HSA-109823;R-HSA-109807;R-HSA-109822"
R-HSA-8853659,"RET signaling",1,43,0.002956952276165589,0.7496080505795071,0.8953651715255223,7,24,0.0017756732761171944,1.0,9606,Homo sapiens,"P62993","","R-HSA-8853734;R-HSA-8855508;R-HSA-8854899;R-HSA-8854897;R-HSA-8853793;R-HSA-8853774;R-HSA-8854905"
R-HSA-9673770,"Signaling by PDGFRA extracellular domain mutants",1,19,0.0013065603080731675,0.7496080505795071,0.8953651715255223,2,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-9672163;R-HSA-9672158"
R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",1,19,0.0013065603080731675,0.7496080505795071,0.8953651715255223,2,7,5.179047055341817E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-9672164;R-HSA-9672170"
R-HSA-9702518,"STAT5 activation downstream of FLT3 ITD mutants",1,21,0.0014440929720808693,0.7496080505795071,0.8953651715255223,4,14,0.0010358094110683633,1.0,9606,Homo sapiens,"P62993","","R-HSA-9698007;R-HSA-9698005;R-HSA-9698029;R-HSA-9698013"
R-HSA-5655302,"Signaling by FGFR1 in disease",1,49,0.003369550268188695,0.7496080505795071,0.8953651715255223,10,35,0.0025895235276709085,1.0,9606,Homo sapiens,"P62993","","R-HSA-1839102;R-HSA-5655266;R-HSA-1839114;R-HSA-5655326;R-HSA-5655263;R-HSA-1839110;R-HSA-1839095;R-HSA-5655290;R-HSA-5655240;R-HSA-1839107"
R-HSA-1226099,"Signaling by FGFR in disease",1,82,0.005638839224315775,0.7496080505795071,0.8953651715255223,30,106,0.007842556969517609,1.0,9606,Homo sapiens,"P62993","","R-HSA-5655252;R-HSA-8853316;R-HSA-8853314;R-HSA-5655315;R-HSA-5655248;R-HSA-5655326;R-HSA-5655263;R-HSA-8853323;R-HSA-5655323;R-HSA-5655320;R-HSA-5655235;R-HSA-1839114;R-HSA-5655233;R-HSA-1839110;R-HSA-5655245;R-HSA-5655240;R-HSA-5655241;R-HSA-1839107;R-HSA-1839102;R-HSA-5655348;R-HSA-5655285;R-HSA-5655347;R-HSA-5655295;R-HSA-1839095;R-HSA-5655290;R-HSA-5655289;R-HSA-5655266;R-HSA-8853308;R-HSA-5655277;R-HSA-8853307"
R-HSA-8853338,"Signaling by FGFR3 point mutants in cancer",1,33,0.0022692889561270802,0.7496080505795071,0.8953651715255223,5,19,0.0014057413435927789,1.0,9606,Homo sapiens,"P62993","","R-HSA-5655285;R-HSA-5655315;R-HSA-5655295;R-HSA-5655277;R-HSA-5655289"
R-HSA-2428928,"IRS-related events triggered by IGF1R",1,69,0.004744876908265713,0.7496080505795071,0.8953651715255223,3,12,8.878366380585972E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-74736;R-HSA-109699;R-HSA-109817"
R-HSA-8983432,"Interleukin-15 signaling",1,16,0.0011002613120616146,0.7496080505795071,0.8953651715255223,4,17,0.0012577685705830127,1.0,9606,Homo sapiens,"P62993","","R-HSA-8983384;R-HSA-8983425;R-HSA-8983424;R-HSA-8983394"
R-HSA-881907,"Gastrin-CREB signalling pathway via PKC and MAPK",1,24,0.001650391968092422,0.7496080505795071,0.8953651715255223,2,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-2179415;R-HSA-2179407"
R-HSA-5654706,"FRS-mediated FGFR3 signaling",1,27,0.0018566909641039746,0.7496080505795071,0.8953651715255223,2,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654416;R-HSA-5654413"
R-HSA-5654712,"FRS-mediated FGFR4 signaling",1,28,0.0019254572961078255,0.7496080505795071,0.8953651715255223,2,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654663;R-HSA-5654664"
R-HSA-5654693,"FRS-mediated FGFR1 signaling",1,31,0.0021317562921193784,0.7496080505795071,0.8953651715255223,2,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654586;R-HSA-5654392"
R-HSA-5654700,"FRS-mediated FGFR2 signaling",1,34,0.002338055288130931,0.7496080505795071,0.8953651715255223,2,9,6.658774785439479E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-5654615;R-HSA-5654618"
R-HSA-210993,"Tie2 Signaling",1,23,0.001581625636088571,0.7496080505795071,0.8953651715255223,3,14,0.0010358094110683633,1.0,9606,Homo sapiens,"P62993","","R-HSA-210977;R-HSA-204871;R-HSA-210974"
R-HSA-1839124,"FGFR1 mutant receptor activation",1,39,0.0026818869481501856,0.7496080505795071,0.8953651715255223,5,25,0.0018496596626220775,1.0,9606,Homo sapiens,"P62993","","R-HSA-1839102;R-HSA-1839114;R-HSA-1839110;R-HSA-1839095;R-HSA-1839107"
R-HSA-5655253,"Signaling by FGFR2 in disease",1,58,0.003988447256223353,0.7496080505795071,0.8953651715255223,5,28,0.0020716188221367266,1.0,9606,Homo sapiens,"P62993","","R-HSA-5655233;R-HSA-5655245;R-HSA-5655323;R-HSA-5655320;R-HSA-5655241"
R-HSA-9006335,"Signaling by Erythropoietin",1,35,0.002406821620134782,0.7496080505795071,0.8953651715255223,4,24,0.0017756732761171944,1.0,9606,Homo sapiens,"P62993","","R-HSA-9029149;R-HSA-9029151;R-HSA-9029150;R-HSA-9029158"
R-HSA-109704,"PI3K Cascade",1,58,0.003988447256223353,0.7496080505795071,0.8953651715255223,1,6,4.439183190292986E-4,1.0,9606,Homo sapiens,"P62993","","R-HSA-109699"
R-HSA-186763,"Downstream signal transduction",1,37,0.002544354284142484,0.7496080505795071,0.8953651715255223,2,16,0.0011837821840781297,1.0,9606,Homo sapiens,"P62993","","R-HSA-186834;R-HSA-186826"
R-HSA-3371511,"HSF1 activation",5,43,0.002956952276165589,0.7549186143466933,0.9003477688496703,5,7,5.179047055341817E-4,-1.0,9606,Homo sapiens,"P07900;P68104;P55072;P08238;P62258","","R-HSA-3371586;R-HSA-3371591;R-HSA-5082409;R-HSA-3371527;R-HSA-5324632"
R-HSA-9657688,"Defective factor XII causes hereditary angioedema",3,4,2.7506532801540364E-4,0.7550881724218892,0.9003477688496703,2,2,1.479727730097662E-4,-1.0,9606,Homo sapiens,"P03952;P00748;P00734","","R-HSA-9653249;R-HSA-9655046"
R-HSA-73894,"DNA Repair",6,369,0.025374776509420986,0.759120583896367,0.9043722280877932,103,332,0.02456348031962119,1.0,9606,Homo sapiens,"P60709;P62805;Q16777;Q16695;P62987;P55072","","R-HSA-69891;R-HSA-5684052;R-HSA-5655892;R-HSA-5656148;R-HSA-9684118;R-HSA-5656158;R-HSA-6786155;R-HSA-5683801;R-HSA-6786166;R-HSA-6782069;R-HSA-5653838;R-HSA-6786171;R-HSA-9701000;R-HSA-5686900;R-HSA-5690996;R-HSA-5690997;R-HSA-5693566;R-HSA-5691006;R-HSA-9629372;R-HSA-5691000;R-HSA-9629373;R-HSA-5691001;R-HSA-6790487;R-HSA-5684071;R-HSA-5690213;R-HSA-5693536;R-HSA-6785361;R-HSA-5693551;R-HSA-5690988;R-HSA-5693549;R-HSA-5682967;R-HSA-5683735;R-HSA-5682965;R-HSA-5683986;R-HSA-5655835;R-HSA-5653766;R-HSA-6790454;R-HSA-6782004;R-HSA-5689861;R-HSA-5653770;R-HSA-6782211;R-HSA-5682992;R-HSA-6782208;R-HSA-5682983;R-HSA-6782227;R-HSA-6782224;R-HSA-6782234;R-HSA-5656105;R-HSA-5652009;R-HSA-5696465;R-HSA-5683930;R-HSA-5682629;R-HSA-9629195;R-HSA-5683405;R-HSA-6782204;R-HSA-5654989;R-HSA-5654986;R-HSA-5654985;R-HSA-6785732;R-HSA-6785986;R-HSA-5683967;R-HSA-5683964;R-HSA-5653756;R-HSA-9629497;R-HSA-5653754;R-HSA-9629216;R-HSA-5683425;R-HSA-6782943;R-HSA-9629483;R-HSA-5696670;R-HSA-5693599;R-HSA-5682588;R-HSA-5686685;R-HSA-5655965;R-HSA-5682586;R-HSA-6781867;R-HSA-5696664;R-HSA-5655193;R-HSA-5693593;R-HSA-5683077;R-HSA-6782131;R-HSA-5655170;R-HSA-5693583;R-HSA-5696655;R-HSA-6782141;R-HSA-6782138;R-HSA-5652151;R-HSA-110307;R-HSA-110308;R-HSA-5686704;R-HSA-110311;R-HSA-110317;R-HSA-110316;R-HSA-5683384;R-HSA-110319;R-HSA-5683385;R-HSA-5655481;R-HSA-5682598;R-HSA-5693602;R-HSA-5682607;R-HSA-5682863;R-HSA-5682858;R-HSA-5655466"
R-HSA-8964038,"LDL clearance",4,28,0.0019254572961078255,0.7614874470371183,0.9064072033936633,12,19,0.0014057413435927789,-1.0,9606,Homo sapiens,"Q8NBP7;P04114;P01130;Q86X29","","R-HSA-171122;R-HSA-171106;R-HSA-171059;R-HSA-8933258;R-HSA-8865667;R-HSA-6784738;R-HSA-171141;R-HSA-6784735;R-HSA-6784734;R-HSA-8876366;R-HSA-171087;R-HSA-6784729"
